FL_DATE,OP_UNIQUE_CARRIER,ORIGIN,DEST,ARR_DELAY,DEP_DELAY,CANCELLED,DIVERTED,CANCELLATION_CODE,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,CRS_DEP_TIME,CANCELLATION_REASON,Route,Month,Year,Day_Of_Week,Is_Weekend,Season,Delay_Category,Is_Delayed,CRS_DEP_HOUR,Time_Of_Day,Total_Cause_Delay,Dominant_Delay_Cause,Origin_Flight_Volume
2023-02-04 13:00:00,WN,SEA,DEN,-21,-57,0,0,,88,58,2,7,38,1147,Not Cancelled / Unknown,SEA → DEN,2,2023,Saturday,True,Winter,Early/On-time,False,11,Morning,193,CARRIER_DELAY,352
2023-02-04 14:00:00,AA,LAX,JFK,68,42,0,0,C,29,41,28,7,79,225,NAS,LAX → JFK,2,2023,Saturday,True,Winter,Major Delay,True,2,Night,184,LATE_AIRCRAFT_DELAY,380
2023-02-04 15:00:00,NK,ORD,SEA,-11,17,0,0,A,36,37,13,2,67,1978,Carrier,ORD → SEA,2,2023,Saturday,True,Winter,Early/On-time,False,19,Evening,155,LATE_AIRCRAFT_DELAY,401
2023-02-04 16:00:00,WN,JFK,JFK,44,-30,0,0,B,59,58,76,9,9,1040,Weather,JFK → JFK,2,2023,Saturday,True,Winter,Moderate Delay,True,10,Morning,211,NAS_DELAY,384
2023-02-04 17:00:00,B6,ATL,DEN,-41,83,0,0,B,76,27,24,9,91,1883,Weather,ATL → DEN,2,2023,Saturday,True,Winter,Early/On-time,False,18,Evening,227,LATE_AIRCRAFT_DELAY,347
2023-02-04 18:00:00,NK,LAX,DEN,50,-1,0,0,C,23,23,9,5,81,1479,NAS,LAX → DEN,2,2023,Saturday,True,Winter,Moderate Delay,True,14,Afternoon,141,LATE_AIRCRAFT_DELAY,380
2023-02-04 19:00:00,NK,ATL,SFO,-28,0,0,0,B,25,50,78,7,72,540,Weather,ATL → SFO,2,2023,Saturday,True,Winter,Early/On-time,False,5,Night,232,NAS_DELAY,347
2023-02-04 20:00:00,UA,LAX,ATL,26,37,0,0,B,57,20,48,7,85,645,Weather,LAX → ATL,2,2023,Saturday,True,Winter,Moderate Delay,True,6,Morning,217,LATE_AIRCRAFT_DELAY,380
2023-02-04 21:00:00,AA,ORD,JFK,61,87,0,0,C,8,30,37,9,9,989,NAS,ORD → JFK,2,2023,Saturday,True,Winter,Major Delay,True,9,Morning,93,NAS_DELAY,401
2023-02-04 22:00:00,AA,ORD,DEN,6,39,0,1,A,60,10,70,9,22,705,Carrier,ORD → DEN,2,2023,Saturday,True,Winter,Minor Delay,False,7,Morning,171,NAS_DELAY,401
2023-02-04 23:00:00,B6,SEA,LAX,-31,45,0,0,A,18,49,13,8,76,630,Carrier,SEA → LAX,2,2023,Saturday,True,Winter,Early/On-time,False,6,Morning,164,LATE_AIRCRAFT_DELAY,352
2023-02-05 00:00:00,B6,SEA,LAX,37,-28,0,0,A,27,27,29,8,87,190,Carrier,SEA → LAX,2,2023,Sunday,True,Winter,Moderate Delay,True,1,Night,178,LATE_AIRCRAFT_DELAY,352
2023-02-05 01:00:00,NK,ORD,JFK,-22,15,1,0,B,6,47,39,7,12,1688,Weather,ORD → JFK,2,2023,Sunday,True,Winter,Early/On-time,False,16,Afternoon,111,WEATHER_DELAY,401
2023-02-05 02:00:00,DL,DEN,SEA,-3,-9,0,0,A,44,39,11,6,47,854,Carrier,DEN → SEA,2,2023,Sunday,True,Winter,Early/On-time,False,8,Morning,147,LATE_AIRCRAFT_DELAY,374
2023-02-05 03:00:00,UA,ORD,DEN,26,40,1,0,B,85,3,13,9,88,404,Weather,ORD → DEN,2,2023,Sunday,True,Winter,Moderate Delay,True,4,Night,198,LATE_AIRCRAFT_DELAY,401
2023-02-05 04:00:00,UA,DFW,SFO,76,43,0,0,D,62,42,0,2,43,519,Security,DFW → SFO,2,2023,Sunday,True,Winter,Major Delay,True,5,Night,149,CARRIER_DELAY,395
2023-02-05 05:00:00,NK,DFW,ATL,16,77,0,0,C,36,41,67,6,92,1669,NAS,DFW → ATL,2,2023,Sunday,True,Winter,Moderate Delay,True,16,Afternoon,242,LATE_AIRCRAFT_DELAY,395
2023-02-05 06:00:00,WN,DEN,ATL,16,-74,0,0,C,15,15,48,3,79,1407,NAS,DEN → ATL,2,2023,Sunday,True,Winter,Moderate Delay,True,14,Afternoon,160,LATE_AIRCRAFT_DELAY,374
2023-02-05 07:00:00,DL,SFO,SEA,48,-13,0,0,,4,11,17,1,63,820,Not Cancelled / Unknown,SFO → SEA,2,2023,Sunday,True,Winter,Moderate Delay,True,8,Morning,96,LATE_AIRCRAFT_DELAY,367
2023-02-05 08:00:00,NK,JFK,SFO,17,64,0,0,B,28,21,35,7,39,434,Weather,JFK → SFO,2,2023,Sunday,True,Winter,Moderate Delay,True,4,Night,130,LATE_AIRCRAFT_DELAY,384
2023-02-05 09:00:00,DL,SFO,ATL,43,-44,0,0,,51,34,63,1,5,2110,Not Cancelled / Unknown,SFO → ATL,2,2023,Sunday,True,Winter,Moderate Delay,True,21,Evening,154,NAS_DELAY,367
2023-02-05 10:00:00,DL,ATL,SFO,63,44,0,0,B,22,42,27,0,71,2181,Weather,ATL → SFO,2,2023,Sunday,True,Winter,Major Delay,True,21,Evening,162,LATE_AIRCRAFT_DELAY,347
2023-02-05 11:00:00,DL,SFO,DFW,0,57,0,0,B,5,55,31,4,97,618,Weather,SFO → DFW,2,2023,Sunday,True,Winter,Early/On-time,False,6,Morning,192,LATE_AIRCRAFT_DELAY,367
2023-02-05 12:00:00,NK,LAX,JFK,-132,10,0,0,B,35,15,71,9,81,424,Weather,LAX → JFK,2,2023,Sunday,True,Winter,Early/On-time,False,4,Night,211,LATE_AIRCRAFT_DELAY,380
2023-02-05 13:00:00,UA,SFO,ATL,-21,-44,0,0,A,56,23,24,8,42,1551,Carrier,SFO → ATL,2,2023,Sunday,True,Winter,Early/On-time,False,15,Afternoon,153,CARRIER_DELAY,367
2023-02-05 14:00:00,UA,LAX,LAX,69,7,0,0,,32,34,46,4,31,357,Not Cancelled / Unknown,LAX → LAX,2,2023,Sunday,True,Winter,Major Delay,True,3,Night,147,NAS_DELAY,380
2023-02-05 15:00:00,DL,DEN,DEN,13,70,0,0,A,48,27,19,1,48,1594,Carrier,DEN → DEN,2,2023,Sunday,True,Winter,Minor Delay,False,15,Afternoon,143,CARRIER_DELAY,374
2023-02-05 16:00:00,WN,DFW,SFO,0,73,0,0,B,40,56,32,9,73,1032,Weather,DFW → SFO,2,2023,Sunday,True,Winter,Early/On-time,False,10,Morning,210,LATE_AIRCRAFT_DELAY,395
2023-02-05 17:00:00,AA,SEA,SFO,67,20,0,0,B,79,41,29,3,97,1010,Weather,SEA → SFO,2,2023,Sunday,True,Winter,Major Delay,True,10,Morning,249,LATE_AIRCRAFT_DELAY,352
2023-02-05 18:00:00,NK,LAX,ORD,10,-27,0,0,A,54,28,36,7,86,196,Carrier,LAX → ORD,2,2023,Sunday,True,Winter,Minor Delay,False,1,Night,211,LATE_AIRCRAFT_DELAY,380
2023-02-05 19:00:00,AA,DFW,SEA,-79,81,0,0,A,25,20,79,6,18,1140,Carrier,DFW → SEA,2,2023,Sunday,True,Winter,Early/On-time,False,11,Morning,148,NAS_DELAY,395
2023-02-05 20:00:00,WN,JFK,ORD,-52,44,0,0,A,36,47,52,4,83,1033,Carrier,JFK → ORD,2,2023,Sunday,True,Winter,Early/On-time,False,10,Morning,222,LATE_AIRCRAFT_DELAY,384
2023-02-05 21:00:00,NK,ATL,ATL,33,-24,0,0,B,76,57,73,3,51,861,Weather,ATL → ATL,2,2023,Sunday,True,Winter,Moderate Delay,True,8,Morning,260,CARRIER_DELAY,347
2023-02-05 22:00:00,DL,JFK,ORD,11,25,0,0,,16,24,68,4,51,348,Not Cancelled / Unknown,JFK → ORD,2,2023,Sunday,True,Winter,Minor Delay,False,3,Night,163,NAS_DELAY,384
2023-02-05 23:00:00,UA,DEN,ORD,80,23,0,0,B,31,38,7,6,33,1658,Weather,DEN → ORD,2,2023,Sunday,True,Winter,Major Delay,True,16,Afternoon,115,WEATHER_DELAY,374
2023-02-06 00:00:00,AA,SFO,DFW,-17,-13,0,0,A,27,30,0,4,58,574,Carrier,SFO → DFW,2,2023,Monday,False,Winter,Early/On-time,False,5,Night,119,LATE_AIRCRAFT_DELAY,367
2023-02-06 01:00:00,B6,SFO,SFO,1,25,0,0,C,24,14,6,7,80,1027,NAS,SFO → SFO,2,2023,Monday,False,Winter,Minor Delay,False,10,Morning,131,LATE_AIRCRAFT_DELAY,367
2023-02-06 02:00:00,B6,ORD,LAX,-24,56,0,0,,46,46,61,6,4,1819,Not Cancelled / Unknown,ORD → LAX,2,2023,Monday,False,Winter,Early/On-time,False,18,Evening,163,NAS_DELAY,401
2023-02-06 03:00:00,WN,ORD,SEA,-8,0,0,0,A,21,41,57,6,65,1785,Carrier,ORD → SEA,2,2023,Monday,False,Winter,Early/On-time,False,17,Afternoon,190,LATE_AIRCRAFT_DELAY,401
2023-02-06 04:00:00,DL,ORD,LAX,-70,60,1,0,B,60,34,77,8,40,930,Weather,ORD → LAX,2,2023,Monday,False,Winter,Early/On-time,False,9,Morning,219,NAS_DELAY,401
2023-02-06 05:00:00,AA,JFK,DFW,-2,-58,0,0,,43,37,72,7,33,2177,Not Cancelled / Unknown,JFK → DFW,2,2023,Monday,False,Winter,Early/On-time,False,21,Evening,192,NAS_DELAY,384
2023-02-06 06:00:00,DL,LAX,DFW,12,100,0,0,A,19,57,7,7,53,1947,Carrier,LAX → DFW,2,2023,Monday,False,Winter,Minor Delay,False,19,Evening,143,WEATHER_DELAY,380
2023-02-06 07:00:00,AA,ATL,ORD,8,14,0,1,C,49,49,63,5,19,586,NAS,ATL → ORD,2,2023,Monday,False,Winter,Minor Delay,False,5,Night,185,NAS_DELAY,347
2023-02-06 08:00:00,WN,ORD,JFK,111,54,0,0,A,87,21,7,6,53,483,Carrier,ORD → JFK,2,2023,Monday,False,Winter,Major Delay,True,4,Night,174,CARRIER_DELAY,401
2023-02-06 09:00:00,WN,DEN,SFO,97,20,0,0,,46,59,2,7,65,357,Not Cancelled / Unknown,DEN → SFO,2,2023,Monday,False,Winter,Major Delay,True,3,Night,179,LATE_AIRCRAFT_DELAY,374
2023-02-06 10:00:00,B6,DEN,DEN,-18,-20,0,0,,46,4,57,4,91,384,Not Cancelled / Unknown,DEN → DEN,2,2023,Monday,False,Winter,Early/On-time,False,3,Night,202,LATE_AIRCRAFT_DELAY,374
2023-02-06 11:00:00,DL,ORD,SFO,-76,10,0,0,,71,47,31,9,17,253,Not Cancelled / Unknown,ORD → SFO,2,2023,Monday,False,Winter,Early/On-time,False,2,Night,175,CARRIER_DELAY,401
2023-02-06 12:00:00,NK,SFO,DEN,10,-64,0,0,B,50,12,67,1,43,834,Weather,SFO → DEN,2,2023,Monday,False,Winter,Minor Delay,False,8,Morning,173,NAS_DELAY,367
2023-02-06 13:00:00,B6,ORD,ORD,31,39,0,0,B,54,31,48,6,47,1190,Weather,ORD → ORD,2,2023,Monday,False,Winter,Moderate Delay,True,11,Morning,186,CARRIER_DELAY,401
2023-02-06 14:00:00,DL,ATL,DEN,-23,19,0,0,A,77,2,37,9,34,1736,Carrier,ATL → DEN,2,2023,Monday,False,Winter,Early/On-time,False,17,Afternoon,159,CARRIER_DELAY,347
2023-02-06 15:00:00,B6,ORD,DFW,-21,4,0,0,,38,14,1,2,78,1703,Not Cancelled / Unknown,ORD → DFW,2,2023,Monday,False,Winter,Early/On-time,False,17,Afternoon,133,LATE_AIRCRAFT_DELAY,401
2023-02-06 16:00:00,NK,ATL,LAX,86,42,0,0,,13,54,8,9,38,795,Not Cancelled / Unknown,ATL → LAX,2,2023,Monday,False,Winter,Major Delay,True,7,Morning,122,WEATHER_DELAY,347
2023-02-06 17:00:00,UA,DEN,DEN,3,13,0,0,B,68,26,45,7,2,468,Weather,DEN → DEN,2,2023,Monday,False,Winter,Minor Delay,False,4,Night,148,CARRIER_DELAY,374
2023-02-06 18:00:00,UA,ORD,SFO,44,36,0,0,C,46,51,64,5,18,1883,NAS,ORD → SFO,2,2023,Monday,False,Winter,Moderate Delay,True,18,Evening,184,NAS_DELAY,401
2023-02-06 19:00:00,UA,JFK,SEA,-26,50,0,0,A,20,26,48,3,86,492,Carrier,JFK → SEA,2,2023,Monday,False,Winter,Early/On-time,False,4,Night,183,LATE_AIRCRAFT_DELAY,384
2023-02-06 20:00:00,UA,SEA,ORD,12,-9,0,0,B,14,29,74,1,82,919,Weather,SEA → ORD,2,2023,Monday,False,Winter,Minor Delay,False,9,Morning,200,LATE_AIRCRAFT_DELAY,352
2023-02-06 21:00:00,AA,JFK,JFK,0,-21,0,0,C,80,5,28,6,17,50,NAS,JFK → JFK,2,2023,Monday,False,Winter,Early/On-time,False,0,Night,136,CARRIER_DELAY,384
2023-02-06 22:00:00,UA,DEN,ORD,-15,-56,0,0,B,83,24,28,0,93,2120,Weather,DEN → ORD,2,2023,Monday,False,Winter,Early/On-time,False,21,Evening,228,LATE_AIRCRAFT_DELAY,374
2023-02-06 23:00:00,NK,ATL,ATL,66,16,0,0,B,0,27,32,6,82,51,Weather,ATL → ATL,2,2023,Monday,False,Winter,Major Delay,True,0,Night,147,LATE_AIRCRAFT_DELAY,347
2023-02-07 00:00:00,WN,JFK,ORD,-47,30,0,0,A,79,21,27,9,4,2172,Carrier,JFK → ORD,2,2023,Tuesday,False,Winter,Early/On-time,False,21,Evening,140,CARRIER_DELAY,384
2023-02-07 01:00:00,WN,ATL,DFW,28,-40,0,0,,81,3,25,9,54,261,Not Cancelled / Unknown,ATL → DFW,2,2023,Tuesday,False,Winter,Moderate Delay,True,2,Night,172,CARRIER_DELAY,347
2023-02-07 02:00:00,AA,JFK,LAX,0,68,0,0,,9,14,28,6,12,1908,Not Cancelled / Unknown,JFK → LAX,2,2023,Tuesday,False,Winter,Early/On-time,False,19,Evening,69,NAS_DELAY,384
2023-02-07 03:00:00,UA,JFK,LAX,33,-20,0,0,,22,25,10,9,33,1544,Not Cancelled / Unknown,JFK → LAX,2,2023,Tuesday,False,Winter,Moderate Delay,True,15,Afternoon,99,LATE_AIRCRAFT_DELAY,384
2023-02-07 04:00:00,UA,ATL,SEA,0,-72,0,0,C,17,17,33,2,87,240,NAS,ATL → SEA,2,2023,Tuesday,False,Winter,Early/On-time,False,2,Night,156,LATE_AIRCRAFT_DELAY,347
2023-02-07 05:00:00,UA,LAX,DEN,54,71,0,0,C,57,8,47,3,17,1308,NAS,LAX → DEN,2,2023,Tuesday,False,Winter,Moderate Delay,True,13,Afternoon,132,CARRIER_DELAY,380
2023-02-07 06:00:00,B6,JFK,DFW,-27,-66,1,0,B,72,51,26,3,67,1862,Weather,JFK → DFW,2,2023,Tuesday,False,Winter,Early/On-time,False,18,Evening,219,CARRIER_DELAY,384
2023-02-07 07:00:00,DL,ORD,ATL,67,50,0,0,,76,3,71,3,99,1625,Not Cancelled / Unknown,ORD → ATL,2,2023,Tuesday,False,Winter,Major Delay,True,16,Afternoon,252,LATE_AIRCRAFT_DELAY,401
2023-02-07 08:00:00,B6,SEA,DFW,13,40,0,0,C,51,47,39,8,71,1322,NAS,SEA → DFW,2,2023,Tuesday,False,Winter,Minor Delay,False,13,Afternoon,216,LATE_AIRCRAFT_DELAY,352
2023-02-07 09:00:00,DL,DEN,ORD,-44,24,0,0,C,45,49,30,5,42,1228,NAS,DEN → ORD,2,2023,Tuesday,False,Winter,Early/On-time,False,12,Afternoon,171,WEATHER_DELAY,374
2023-02-07 10:00:00,UA,LAX,DFW,45,-8,0,0,C,12,4,64,9,64,290,NAS,LAX → DFW,2,2023,Tuesday,False,Winter,Moderate Delay,True,2,Night,153,NAS_DELAY,380
2023-02-07 11:00:00,UA,ATL,DFW,6,32,0,0,,16,44,38,8,40,2258,Not Cancelled / Unknown,ATL → DFW,2,2023,Tuesday,False,Winter,Minor Delay,False,22,Evening,146,WEATHER_DELAY,347
2023-02-07 12:00:00,B6,LAX,SEA,-61,53,0,0,A,66,5,23,3,37,1389,Carrier,LAX → SEA,2,2023,Tuesday,False,Winter,Early/On-time,False,13,Afternoon,134,CARRIER_DELAY,380
2023-02-07 13:00:00,B6,DFW,ATL,29,-27,0,0,A,60,57,67,6,99,1813,Carrier,DFW → ATL,2,2023,Tuesday,False,Winter,Moderate Delay,True,18,Evening,289,LATE_AIRCRAFT_DELAY,395
2023-02-07 14:00:00,DL,DFW,ORD,60,51,0,0,C,64,53,22,9,37,1487,NAS,DFW → ORD,2,2023,Tuesday,False,Winter,Moderate Delay,True,14,Afternoon,185,CARRIER_DELAY,395
2023-02-07 15:00:00,WN,JFK,JFK,72,49,0,0,,52,50,60,8,12,916,Not Cancelled / Unknown,JFK → JFK,2,2023,Tuesday,False,Winter,Major Delay,True,9,Morning,182,NAS_DELAY,384
2023-02-07 16:00:00,DL,JFK,SEA,-2,23,0,0,C,4,11,26,9,21,2141,NAS,JFK → SEA,2,2023,Tuesday,False,Winter,Early/On-time,False,21,Evening,71,NAS_DELAY,384
2023-02-07 17:00:00,B6,ORD,JFK,21,-9,0,0,B,31,30,15,2,28,710,Weather,ORD → JFK,2,2023,Tuesday,False,Winter,Moderate Delay,True,7,Morning,106,CARRIER_DELAY,401
2023-02-07 18:00:00,NK,SEA,SEA,17,49,0,0,B,88,46,44,2,8,1886,Weather,SEA → SEA,2,2023,Tuesday,False,Winter,Moderate Delay,True,18,Evening,188,CARRIER_DELAY,352
2023-02-07 19:00:00,B6,DEN,LAX,82,32,0,0,C,44,8,26,5,90,2216,NAS,DEN → LAX,2,2023,Tuesday,False,Winter,Major Delay,True,22,Evening,173,LATE_AIRCRAFT_DELAY,374
2023-02-07 20:00:00,NK,LAX,SFO,-21,-28,0,0,C,55,6,72,7,67,1320,NAS,LAX → SFO,2,2023,Tuesday,False,Winter,Early/On-time,False,13,Afternoon,207,NAS_DELAY,380
2023-02-07 21:00:00,AA,DFW,SEA,-5,-2,0,0,C,4,28,4,0,16,2038,NAS,DFW → SEA,2,2023,Tuesday,False,Winter,Early/On-time,False,20,Evening,52,WEATHER_DELAY,395
2023-02-07 22:00:00,B6,JFK,DEN,-22,44,0,0,B,86,13,58,3,36,2145,Weather,JFK → DEN,2,2023,Tuesday,False,Winter,Early/On-time,False,21,Evening,196,CARRIER_DELAY,384
2023-02-07 23:00:00,AA,SFO,DFW,-50,16,0,0,,75,50,71,7,63,349,Not Cancelled / Unknown,SFO → DFW,2,2023,Tuesday,False,Winter,Early/On-time,False,3,Night,266,CARRIER_DELAY,367
2023-02-08 00:00:00,WN,SFO,LAX,26,55,0,0,C,33,19,34,5,66,735,NAS,SFO → LAX,2,2023,Wednesday,False,Winter,Moderate Delay,True,7,Morning,157,LATE_AIRCRAFT_DELAY,367
2023-02-08 01:00:00,DL,DEN,ATL,87,-1,0,0,D,60,47,69,1,3,400,Security,DEN → ATL,2,2023,Wednesday,False,Winter,Major Delay,True,4,Night,180,NAS_DELAY,374
2023-02-08 02:00:00,NK,LAX,JFK,6,-27,0,0,A,86,54,45,7,39,750,Carrier,LAX → JFK,2,2023,Wednesday,False,Winter,Minor Delay,False,7,Morning,231,CARRIER_DELAY,380
2023-02-08 03:00:00,DL,JFK,SFO,-24,99,0,0,B,79,31,55,0,15,1474,Weather,JFK → SFO,2,2023,Wednesday,False,Winter,Early/On-time,False,14,Afternoon,180,CARRIER_DELAY,384
2023-02-08 04:00:00,AA,JFK,SFO,23,-55,0,0,,61,58,23,0,10,1498,Not Cancelled / Unknown,JFK → SFO,2,2023,Wednesday,False,Winter,Moderate Delay,True,14,Afternoon,152,CARRIER_DELAY,384
2023-02-08 05:00:00,NK,DFW,SEA,41,-7,0,0,A,68,55,9,6,90,820,Carrier,DFW → SEA,2,2023,Wednesday,False,Winter,Moderate Delay,True,8,Morning,228,LATE_AIRCRAFT_DELAY,395
2023-02-08 06:00:00,DL,DFW,DFW,7,23,0,0,C,62,21,78,9,25,1442,NAS,DFW → DFW,2,2023,Wednesday,False,Winter,Minor Delay,False,14,Afternoon,195,NAS_DELAY,395
2023-02-08 07:00:00,B6,JFK,ATL,78,51,0,0,B,43,35,37,2,94,1887,Weather,JFK → ATL,2,2023,Wednesday,False,Winter,Major Delay,True,18,Evening,211,LATE_AIRCRAFT_DELAY,384
2023-02-08 08:00:00,UA,ATL,DEN,-21,37,0,0,D,27,43,69,7,97,1418,Security,ATL → DEN,2,2023,Wednesday,False,Winter,Early/On-time,False,14,Afternoon,243,LATE_AIRCRAFT_DELAY,347
2023-02-08 09:00:00,AA,JFK,ATL,2,104,0,0,B,69,17,47,8,71,1142,Weather,JFK → ATL,2,2023,Wednesday,False,Winter,Minor Delay,False,11,Morning,212,LATE_AIRCRAFT_DELAY,384
2023-02-08 10:00:00,DL,DEN,DFW,28,7,0,0,A,12,57,8,7,64,1766,Carrier,DEN → DFW,2,2023,Wednesday,False,Winter,Moderate Delay,True,17,Afternoon,148,LATE_AIRCRAFT_DELAY,374
2023-02-08 11:00:00,AA,JFK,DEN,32,-22,0,0,,42,39,49,0,1,1004,Not Cancelled / Unknown,JFK → DEN,2,2023,Wednesday,False,Winter,Moderate Delay,True,10,Morning,131,NAS_DELAY,384
2023-02-08 12:00:00,AA,ORD,ATL,17,3,0,0,C,29,48,68,0,90,965,NAS,ORD → ATL,2,2023,Wednesday,False,Winter,Moderate Delay,True,9,Morning,235,LATE_AIRCRAFT_DELAY,401
2023-02-08 13:00:00,NK,SEA,DEN,-42,0,0,0,A,25,24,47,5,44,1014,Carrier,SEA → DEN,2,2023,Wednesday,False,Winter,Early/On-time,False,10,Morning,145,NAS_DELAY,352
2023-02-08 14:00:00,NK,ORD,SEA,120,9,0,0,A,80,30,38,0,42,1213,Carrier,ORD → SEA,2,2023,Wednesday,False,Winter,Major Delay,True,12,Afternoon,190,CARRIER_DELAY,401
2023-02-08 15:00:00,UA,ORD,SEA,4,-27,0,0,,62,55,4,7,2,2018,Not Cancelled / Unknown,ORD → SEA,2,2023,Wednesday,False,Winter,Minor Delay,False,20,Evening,130,CARRIER_DELAY,401
2023-02-08 16:00:00,B6,ATL,DFW,19,43,0,0,A,72,34,10,5,33,2036,Carrier,ATL → DFW,2,2023,Wednesday,False,Winter,Moderate Delay,True,20,Evening,154,CARRIER_DELAY,347
2023-02-08 17:00:00,AA,ATL,DFW,42,26,0,1,C,56,25,59,4,79,1645,NAS,ATL → DFW,2,2023,Wednesday,False,Winter,Moderate Delay,True,16,Afternoon,223,LATE_AIRCRAFT_DELAY,347
2023-02-08 18:00:00,DL,SFO,DEN,-13,-38,0,0,B,63,3,26,5,64,813,Weather,SFO → DEN,2,2023,Wednesday,False,Winter,Early/On-time,False,8,Morning,161,LATE_AIRCRAFT_DELAY,367
2023-02-08 19:00:00,WN,JFK,ORD,17,50,0,0,,79,41,6,3,63,1814,Not Cancelled / Unknown,JFK → ORD,2,2023,Wednesday,False,Winter,Moderate Delay,True,18,Evening,192,CARRIER_DELAY,384
2023-02-08 20:00:00,AA,ORD,LAX,-15,-20,0,0,D,48,47,59,0,6,2153,Security,ORD → LAX,2,2023,Wednesday,False,Winter,Early/On-time,False,21,Evening,160,NAS_DELAY,401
2023-02-08 21:00:00,AA,ATL,SFO,33,-35,0,0,C,51,19,49,6,34,2212,NAS,ATL → SFO,2,2023,Wednesday,False,Winter,Moderate Delay,True,22,Evening,159,CARRIER_DELAY,347
2023-02-08 22:00:00,UA,DFW,ATL,2,15,0,0,A,62,33,66,9,21,637,Carrier,DFW → ATL,2,2023,Wednesday,False,Winter,Minor Delay,False,6,Morning,191,NAS_DELAY,395
2023-02-08 23:00:00,B6,JFK,ATL,27,-58,0,0,,81,11,68,8,47,1023,Not Cancelled / Unknown,JFK → ATL,2,2023,Wednesday,False,Winter,Moderate Delay,True,10,Morning,215,CARRIER_DELAY,384
2023-02-09 00:00:00,WN,DEN,ORD,-32,35,0,0,B,12,15,54,3,31,1509,Weather,DEN → ORD,2,2023,Thursday,False,Winter,Early/On-time,False,15,Afternoon,115,NAS_DELAY,374
2023-02-09 01:00:00,NK,SEA,ORD,-22,-101,0,0,,87,58,76,3,25,2038,Not Cancelled / Unknown,SEA → ORD,2,2023,Thursday,False,Winter,Early/On-time,False,20,Evening,249,CARRIER_DELAY,352
2023-02-09 02:00:00,NK,LAX,ORD,-46,-29,0,0,B,44,41,15,8,5,1393,Weather,LAX → ORD,2,2023,Thursday,False,Winter,Early/On-time,False,13,Afternoon,113,CARRIER_DELAY,380
2023-02-09 03:00:00,DL,JFK,JFK,-16,75,0,0,C,45,4,11,3,45,1143,NAS,JFK → JFK,2,2023,Thursday,False,Winter,Early/On-time,False,11,Morning,108,CARRIER_DELAY,384
2023-02-09 04:00:00,WN,LAX,JFK,-100,-15,0,0,A,76,43,26,9,54,2346,Carrier,LAX → JFK,2,2023,Thursday,False,Winter,Early/On-time,False,23,Evening,208,CARRIER_DELAY,380
2023-02-09 05:00:00,NK,ORD,DEN,1,-8,0,0,C,88,34,32,3,74,855,NAS,ORD → DEN,2,2023,Thursday,False,Winter,Minor Delay,False,8,Morning,231,CARRIER_DELAY,401
2023-02-09 06:00:00,DL,SEA,JFK,-9,62,0,0,B,40,43,78,7,94,1166,Weather,SEA → JFK,2,2023,Thursday,False,Winter,Early/On-time,False,11,Morning,262,LATE_AIRCRAFT_DELAY,352
2023-02-09 07:00:00,B6,LAX,SEA,21,-19,0,0,B,45,26,54,3,54,1665,Weather,LAX → SEA,2,2023,Thursday,False,Winter,Moderate Delay,True,16,Afternoon,182,NAS_DELAY,380
2023-02-09 08:00:00,DL,ORD,SEA,17,42,0,0,A,0,0,51,8,84,1924,Carrier,ORD → SEA,2,2023,Thursday,False,Winter,Moderate Delay,True,19,Evening,143,LATE_AIRCRAFT_DELAY,401
2023-02-09 09:00:00,NK,DFW,DFW,71,58,0,0,A,72,33,36,7,56,1972,Carrier,DFW → DFW,2,2023,Thursday,False,Winter,Major Delay,True,19,Evening,204,CARRIER_DELAY,395
2023-02-09 10:00:00,UA,LAX,SFO,131,31,0,0,A,67,42,14,4,85,1964,Carrier,LAX → SFO,2,2023,Thursday,False,Winter,Major Delay,True,19,Evening,212,LATE_AIRCRAFT_DELAY,380
2023-02-09 11:00:00,UA,SEA,DEN,66,-45,0,0,B,11,31,64,8,62,1116,Weather,SEA → DEN,2,2023,Thursday,False,Winter,Major Delay,True,11,Morning,176,NAS_DELAY,352
2023-02-09 12:00:00,UA,SFO,SFO,-5,-12,0,0,,87,43,67,7,0,446,Not Cancelled / Unknown,SFO → SFO,2,2023,Thursday,False,Winter,Early/On-time,False,4,Night,204,CARRIER_DELAY,367
2023-02-09 13:00:00,NK,JFK,ATL,-7,120,0,0,B,72,38,2,9,20,733,Weather,JFK → ATL,2,2023,Thursday,False,Winter,Early/On-time,False,7,Morning,141,CARRIER_DELAY,384
2023-02-09 14:00:00,UA,ORD,LAX,54,-7,0,0,C,34,32,71,3,19,1823,NAS,ORD → LAX,2,2023,Thursday,False,Winter,Moderate Delay,True,18,Evening,159,NAS_DELAY,401
2023-02-09 15:00:00,WN,JFK,DFW,-60,131,1,1,A,32,30,4,3,72,521,Carrier,JFK → DFW,2,2023,Thursday,False,Winter,Early/On-time,False,5,Night,141,LATE_AIRCRAFT_DELAY,384
2023-02-09 16:00:00,B6,SEA,ATL,0,80,0,0,C,57,59,8,0,90,1706,NAS,SEA → ATL,2,2023,Thursday,False,Winter,Early/On-time,False,17,Afternoon,214,LATE_AIRCRAFT_DELAY,352
